,books_id,language_code,average_rating,deskripsi,penerbit,jml_halaman,tahun_terbit,url,image,judul,penulis,isbn,genre
385,868,eng,3.77,"The Darkness That Comes Beforeis R. Scott Bakker's first novel, the beginning of a large-scale, swords and magic fantasy trilogy. It's a book with historical depth by an author as interested in exploring the philosophy of his world as its violent, conflicted politics. The novel begins a bit slowly as we're introduced to the characters and the world they live in. There's Kellhus, a warrior-monk from a city hidden away for 2000 years, and Achamian, a sorcerer and spy from the Mandate school, whose members all have recurring nightmares of an ancient war. There's an emperor who longs for godhood, a barbarian warlord, and assorted other schemers. And lingering in the background is something truly evil.
When a newly arisen leader declares Holy War, the story brings everyone together. From that moment, the narrative takes off, and Bakker's prose carries the story right along. There's a fair amount of graphic violence, broken up by occasional flashes of humour. Bakker is working a combination that's currently also being explored by Steven Erikson and Sean McMullen: big fantasy worlds with long, deep histories, and characters who can think as well as act. It's a potent mix that elevates The Darkness That Comes Beforewell above most of its competition and bodes well for the rest of the series. --Greg L. Johnson",Penguin Canada,635.0,2004.0,https://www.goodreads.com/book/show/1992625.The_Darkness_that_Comes_Before,https://images.gr-assets.com/books/1344618556m/1992625.jpg,The Darkness that Comes Before,R. Scott Bakker,9780143012801,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Dark Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic']"
386,874,eng,3.95,"A literary sensation when it was published by Scribners in 1905, The House of Mirth quickly established Edith Wharton as the most important American woman of letters in the twentieth century. The first American novel to provide a devastatingly accurate portrait of New York's aristocracy, it is the story of the beautiful and beguiling Lily Bart and her ill-fated attempt to rise to the heights of a heartless society in which, ultimately, she has no part.",Bantam Classic,431.0,1984.0,https://www.goodreads.com/book/show/805271.The_House_of_Mirth,https://images.gr-assets.com/books/1320528658m/805271.jpg,The House of Mirth,Edith Wharton,9780553213201,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'American', 'Novels', 'New York']"
387,876,eng,4.0,"Athena College's new writer in residence is native son and playwright Connor Lawton, known for his sharp writing- and sharper tongue. After an unpleasant encounter, librarian Charlie Harris heads home to a nice surprise: his daughter Laura is subbing for another Athena professor this fall semester. It's great news until he hears who got her the job: her old flame, Connor Lawton...
Fearing competition for Connor's affections, one of his admirers tries to drive Laura out of town. And then, before Connor finishes the play he is writing, he is murdered- and Laura is the prime suspect. Knowing she's innocent, Charlie and his faithful sidekick, Diesel, follow Connor's cluttered trail of angry lovers, bitter enemies, and intriguing research to find the true killer before his daughter is forever cataloged under ""M""- for murderer.",Berkley,304.0,2012.0,https://www.goodreads.com/book/show/11455525-file-m-for-murder,https://images.gr-assets.com/books/1317247504m/11455525.jpg,"File M for Murder (Cat in the Stacks, #3)",Miranda James,9780425246184,"['Mystery', 'Cozy Mystery', 'Fiction', 'Cats', 'Animals', 'Mystery Thriller', 'Crime']"
388,877,eng,3.9,"Sarah Bradford's stylish and readable biography traces the flamboyant career of Benjamin Disraeli. She follows Disraeli's progress from Byronic dandy to confidante of Queen Victoria, describing en route how bouts of fierce parliamentary fighting and intrigue alternated with periods of intense creativity which produced Vivian Grey, Coningsby, Sybil and the worlds best-seller Lothair. Using previously unknown letters and papers, she throws new light upon Disraeli's relationships with the women in his life. She also brings to life the parliamentary debates through which Disraeli destroyed Peel as leader of the Conservative Party, split the Conservatives, duelled with Gladstone and achieved power as one of England's greatest prime ministers.",Phoenix Giants,432.0,1996.0,https://www.goodreads.com/book/show/506685.Disraeli,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Disraeli,Sarah Bradford,9781857994285,"['Biography', 'History', 'British Literature']"
389,878,eng,3.07,"Wade Meadows's life is in a downward spiral. After company downsizing leaves him unemployed, his mother's ill health forces him to move back to Georgia. Fortunately, Wade finds a home health care firm to help his mother when he can't be there. Then a terrible accident leaves him the one in need. Joe Gillis, home health care worker, is there to lend a hand. However, as an independent and capable person, Wade finds it hard to accept help. Weeks pass and Joe's consistent strength and presence cause Wade to feel he could let his defenses down and be vulnerable--in more ways than one. Joe wants what's best for Wade, but crossing the line with a patient could cost Joe his career and business.",Dreamspinner Press,102.0,2014.0,https://www.goodreads.com/book/show/23340553-once-shattered-twice-shy,https://images.gr-assets.com/books/1412710913m/23340553.jpg,"Once Shattered, Twice Shy",Benjamin Dahlbeck,9781632161239,"['M M Romance', 'Contemporary', 'Romance', 'Disability']"
390,879,eng,3.89,"We are pleased to announce that we are now the exclusive North American distributor of this fine list from Wale's largest independent publisher. They specialize in non-fiction about Wales, its culture and history (including autobiography), as well as the history of the Celts and the Tudor period. They also have some children's books about Welsh history and folklore.A classic story about Canadian Firbank's experiences as a new Snowdonia farmer.
The best-known and most-loved book about North Whales.",Drake International Services,256.0,2000.0,https://www.goodreads.com/book/show/597221.I_Bought_a_Mountain,https://images.gr-assets.com/books/1358738110m/597221.jpg,I Bought a Mountain,Thomas Firbank,9781871083057,"['Nonfiction', 'Nature', 'Biography', 'Memoir', 'Autobiography', 'Classics']"
391,880,eng,4.03,"""Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid....He is the hero; he is everything. He must be a complete man and a common man and yet an unusual man. 
This is the Code of the Private Eye as defined by Raymond Chandler in his 1944 essay 'The Simple Act of Murder.' Such a man was Philip Marlowe, private eye, an educated, heroic, streetwise, rugged individualist and the hero of Chandler's first novel, The Big Sleep. This work established Chandler as the master of the 'hard-boiled' detective novel, and his articulate and literary style of writing won him a large audience, which ranged from the man in the street to the most sophisticated intellectual.
Marlowe subsequently appeared in a series of extremely popular novels, among them The Lady in the Lake, The Long Goodbye, and Farewell, My Lovely."" ~ Elizabeth Diefendorf, editor, The New York Public Library's Books of the Century, p. 112.
Selected as one of Time Magazine's All-Time 100 Novels, with the following review: ""'I was neat, clean, shaved and sober, and I didn't care who knew it. I was everything the well-dressed private detective ought to be.' This sentence, from the first paragraph of The Big Sleep, marks the last time you can be fully confident that you know what's going on.
The first novel by Raymond Chandler at the age of 51.",Penguin,251.0,2008.0,https://www.goodreads.com/book/show/6051160-the-big-sleep,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,9780141037592,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Mystery Thriller']"
392,882,eng,4.0,"Henrietta Trout has a big secret! Her family have extraordinary powers. Highly trained, they can change their shapes and infiltrate any object - even computers and satellites! Known as shifters, they work for the elite Ministry of Inscrutable Shape Shifters, protecting the world from Gribblers - shifters working for criminals.
Henrietta's nearly ten when she'll also be a shifter, but she's secretly been practicing already. She can even help put things right when shape-shifting goes a bit wrong - Uncle Albert has been a table lamp for ages, and Mrs Trout daren't say she feels like a cup of tea!
When the evil Gribblers' bizarre plot to use ice-cream vans to destroy the world threatens the Trouts, Henrietta gets caught up in the most dangerous and mind-blowing adventures... Scary stuff, but brilliant fun!",Pen Press,151.0,2014.0,https://www.goodreads.com/book/show/24171676-golden-shifter,https://images.gr-assets.com/books/1419862189m/24171676.jpg,"Golden Shifter (Henrietta Trout, #1)",Jo Sutton,9781780038001,[]
393,883,eng,4.01,"In this celebrated novel, Nobel Prize-winning author Toni Morrison created a new way of rendering the contradictory nuances of black life in America. Its earthy poetic language and striking use of folklore and myth established Morrison as a major voice in contemporary fiction. ""Song of Solomon"" begins with one of the most arresting scenes in our century's literature: a dreamlike tableau depicting a man poised on a roof, about to fly into the air, while cloth rose petals swirl above the snow-covered ground and, in the astonished crowd below, one woman sings as another enters premature labor. The child born of that labor, Macon (Milkman) Dead, will eventually come to discover, through his complicated progress to maturity, the meaning of the drama that marked his birth. Toni Morrison's novel is at once a romance of self-discovery, a retelling of the black experience in America that uncovers the inalienable poetry of that experience, and a family saga luminous in its depth, imaginative generosity, and universality. It is also a tribute to the ways in which, in the hands of a master, the ancient art of storytelling can be used to make the mysterious and invisible aspects of human life apparent, real, and firm to the touch.",Turtleback Books,337.0,1987.0,https://www.goodreads.com/book/show/1411644.Song_of_Solomon,https://images.gr-assets.com/books/1281580315m/1411644.jpg,Song of Solomon,Toni Morrison,9780613014816,"['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Magical Realism', 'Novels', 'Literature']"
394,885,eng,4.0,"Sharbari Zohra Ahmed's stories are spread across continents, involving characters from an old Japanese woman to a Bangladeshi child making friends with downtrodden kids in Ethiopia, to an adopted American woman of Bangladeshi origin. In other words, these are stories of cultural encounters.
The title story is about Mrs. Nagai, an elderly and amicable Japanese woman whose husband was an ex-Japanese soldier during the Second World War. It incorporates conflicting narratives of the war, without tilting to any one side, but it is through Mrs. Nagai's character that readers see the war in a new light. In 'Pepsi', a culturally alienated Bangladeshi girl whose father is a diplomat in Ethiopia spends time with a bunch of poor kids living across the street only to see them evicted as a consequence of this friendship. 'Raisins not Virgins' is a witty love story that pivots around a Bangladeshi American couple in New York City. While the man stands vehemently against repressive US policies against Muslims the world over, the woman reprimands conservative Islamic ideologies. 'Alexander Detained' is particularly important for it shows what it means to be a Muslim in the US following the 9/11 attacks and imagines a dystopia that is not so outlandish.
What makes these stories stand out from the very beginning is their tonality, which is fresh and challenges agreed-upon perceptions of the world. She often uses humour to illuminate human frailty. Her characters are vividly described and her awareness of current international politics is engaging, to say the least.",Daily Star Books,147.0,2013.0,https://www.goodreads.com/book/show/20433936-the-ocean-of-mrs-nagai,https://images.gr-assets.com/books/1388835812m/20433936.jpg,The Ocean of Mrs. Nagai,Sharbari Z. Ahmed,9789849027188,['Short Stories']
395,887,eng,4.62,"People like us.
A planet like ours.
Where five out of every ten teenagers won't live to see twenty-one.
For Young Adults of all ages, these are stories of the Flood.",Starshy,240.0,2014.0,https://www.goodreads.com/book/show/22864591-mermaids,https://images.gr-assets.com/books/1407165090m/22864591.jpg,Mermaids,Lucy Middlemass,9781500350215,[]
396,890,eng,3.92,"David French's brilliant translation of The Seagull, in collaboration with Russian scholar, Donna Orwin, is at one and the same time a revitalization of a Russian theatre classic, and French's personal tribute to one of the greatest playwrights of all time.
Cast of 5 women and 8 men.",Talonbooks,112.0,1993.0,https://www.goodreads.com/book/show/6591358-the-seagull,https://images.gr-assets.com/books/1353574350m/6591358.jpg,The Seagull,Anton Chekhov,9780889223240,"['Plays', 'Classics', 'Russia', 'Fiction', 'Russian Literature', 'Theatre', '19th Century']"
397,891,eng,4.15,"""I don't want to die!
Save me, somebody!
Save me!""
The tale of how a little girl named Fern, with the help of a friendly spider, saved her pig Wilbur from the usual fate of nice fat little pigs.
(From Puffin Books)
An affectionate pig named Wilbur befriends a spider named Charlotte, who lives in the rafters above his pen. In this story of friendship, hardship, and the passing on into time, White reminds readers to open their eyes to the wonder and miracle found in the simplest of things.",Puffin Books,174.0,1993.0,https://www.goodreads.com/book/show/21848392-charlotte-s-web,https://images.gr-assets.com/books/1406189516m/21848392.jpg,Charlotte's Web,E.B. White,9780140381252,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals']"
398,892,eng,3.54,"Homicide detective Harry Belltree wouldn't usually be looking too hard at an elderly couple's suicide pact. Especially now, when his brother-in-law Greg has just been stabbed to death. But it seems Greg and the old couple had ties to the same man, a bent moneylender with friends in high places - and low.
Harry can't get officially involved in Greg's murder, but he suspects a link with two other mysterious deaths: his parents'. And when he goes off-grid to investigate, that's when things start to get dangerous
Set in Sydney, this dark, morally ambiguous and adrenaline-charged new series is a triumphant change of direction for Barry Maitland.
Barry Maitlandwas born in Scotland, studied architecture at Cambridge University and went on to work as an architect and urban design expert. In 1984 he moved to Australia to head the architecture school at the University of Newcastle in New South Wales. In 1994 The Marx Sisters, the first in his Brock and Kolla crime series, was published. Barry now writes fiction full time. He is published throughout the English-speaking world and in translation in a number of other countries, including Germany, Italy, France and Japan. He lives in the Hunter Valley.
'One of the top five crime writers in the world.' Australian",Text Publishing,255.0,2014.0,https://www.goodreads.com/book/show/23252909-crucifixion-creek,https://images.gr-assets.com/books/1411188356m/23252909.jpg,"Crucifixion Creek (The Belltree Trilogy, #1)",Barry Maitland,9781922182456,"['Crime', 'Mystery', 'Australia', 'Thriller', 'Fiction', 'Detective', 'International']"
399,895,eng,4.67,"How much do you love chocolate chip cookies? I love them a lot, but there is something I love better! I Love You Better Than Chocolate Chip Cookies is an entertaining book that teaches what should really take first place in our hearts.",Tate Publishing,24.0,2012.0,https://www.goodreads.com/book/show/13494096-i-love-you-better-than-chocolate-chip-cookies,https://images.gr-assets.com/books/1329795181m/13494096.jpg,I Love You Better Than Chocolate Chip Cookies,Donalisa Helsley,9781618626752,['Picture Books']
400,896,eng,3.93,"A sexy category romance from Entangled's Brazen imprint...
He can protect her from everyone except himself.
Alana Gore is in danger. A take-no-prisoners publicist, her way with people has made her more than a few enemies over the years, but a creepy stalker is an entirely different matter. She needs a bodyguard, and the only man she can ask is not only ridiculously hot, but reputed to have taste for women that goes beyond adventurous.
Chandler Gamble has one rule: don't protect anyone you want to screw. But with Alana, he's caught between his job and his increasingly hard libido. On one hand, Alana needs his help. On the other, Chandler wants nothing more than to take the hot volcano of a woman in hand. To make her writhe in pleasure, until she's at his complete mercy.
She needs protection. He needs satisfaction. And the moment the line is crossed, all hell will break loose...",Hodder & Stoughton,272.0,2015.0,https://www.goodreads.com/book/show/27229250-tempting-the-bodyguard,https://images.gr-assets.com/books/1445171967m/27229250.jpg,"Tempting the Bodyguard (Gamble Brothers, #3)",J. Lynn,9781473615953,"['Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'New Adult', 'Chick Lit', 'Audiobook']"
401,899,eng,4.29,"Tristan Irving decides to take on a career as a Correctional Officer. Entering the prison system with a focused mind--Tristan faces financial problems and is eventually distracted by how much money he can make illegally.
Tristan becomes friends with an inmate that pays him a lot of money for different favors. Tristan only plans on making a certain amount of money until he sees that the money he's making is too good to be true. But wait--it gets better! Tristan meets a female prison guard with money on her mind also. Tristan and his female co-worker operates as a team to smuggle as much illegal product as they can to make the most money out of it. Will Tristan be able to make his money and get out of sight with clean hands or will he get caught up with his illegal acts and become another inmate?",Rod Ballard Presents,146.0,2016.0,https://www.goodreads.com/book/show/30299424-dirty-c-o,https://images.gr-assets.com/books/1464331416m/30299424.jpg,Dirty C.O.,Rod Ballard,9780692687475,['Fiction']
402,902,eng,3.66,"A powerful historical novel from a well-loved and celebrated author.
The year is 1659. Idris, a Somalian trader, is in Kerala to attend the Mamangam festivities. By a strange twist of fate, he meets his nine-year-old son whose existence he had been unaware of. In an attempt to keep his son close to him, he embarks with him on a voyage that ends in the diamond mines of Golconda. Packed with passion, adventure and fascinating aspects of life in the seventeenth century in southern India, Idris is a page-turner that will intrigue and excite readers everywhere.
ABOUT THE AUTHOR
Anita Nair is the best-selling author of five novels, The Better Man, Ladies Coupe, Mistress, Lessons in Forgetting and Cut Like Wound. Mistress was longlisted for the 2008 Orange Prize in the UK. Her books have been translated into thirty languages around the world. Anita lives in Bangalore with her husband and son. Visit her at www.anitanair.net.",HarperCollins Publishers India Ltd,394.0,2014.0,https://www.goodreads.com/book/show/20710687-idris,https://images.gr-assets.com/books/1391492531m/20710687.jpg,Idris : Keeper of the Light,Anita Nair,9789350297810,"['India', 'Fiction']"
403,903,eng,3.67,"Beautiful, young, exuberant, the amazing life of Elizabeth Blount, Henry VIII's mistress and mother to his first son who came tantalizingly close to succeeding him as King Henry IX.",Amberley,384.0,2011.0,https://www.goodreads.com/book/show/11742238-bessie-blount,https://images.gr-assets.com/books/1376740047m/11742238.jpg,Bessie Blount: Mistress to Henry VIII,Elizabeth Norton,9781848688704,"['History', 'Tudor Period', 'Biography', 'Nonfiction', 'Historical', 'British Literature', 'Biography Memoir']"
404,904,eng,4.24,"Using her best social-climbing instincts and refusing to be embarrassed, Lucia sets out to conquer London and mingle with the beau monde. Soon a secret group of ""Luciaphiles"" springs up; the social climbers who make up its rank never tire of watching her get into and out of all kinds of trouble.",Moyer Bell,240.0,1999.0,https://www.goodreads.com/book/show/95279.Lucia_in_London,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Lucia in London (Lucia, #3)",E.F. Benson,9781559212779,"['Fiction', 'Humor', 'Classics', 'British Literature', 'Historical Fiction', 'Comedy', '20th Century']"
405,905,eng,3.83,"What Will You Discover Between the Darkness and the Light?
When the mortal coil wears thin and the great unknown draws nigh you might spy the narrow gap between the mystical and the mundane. You might even notice they're looking back.
Transcendence takes a hard look at humanity in nine tales of difficult choices, great rewards, and journeys beyond expectation.
In Skippy, Don does not like what he sees in the mirror...but will he survive it?
A Fury finds form--and retribution--in The Kindly One.
If I Had the Chance takes do-overs to a new level.
Aisa has a death-ly choice to make in The Misses Moirai.
Ruby Red sweeps you away in a dance on the edge of madness.
Purgatory is when you think you're damned...hell is when you are right...
Fredrich tries to drown his sorrows in Stoli and Solitude.
For Camirel finding purpose means total transformation in Emberling.
Transcendence...where you look into the heart of a star and find yourself.
The extraordinary awaits... will you step beyond the bounds of commonplace existence?",Dark Quest Books,120.0,2014.0,https://www.goodreads.com/book/show/21933080-transcendence,https://images.gr-assets.com/books/1397582976m/21933080.jpg,Transcendence,Danielle Ackley-McPhail,9781937051976,['Fantasy']
406,908,eng,3.65,"As one of the last surviving Mistweavers, half-blood Jenni knows what it's like to be caught between two worlds: the faery and the human. But the time has come to choose. The Lightfolk require her unique talent for balancing the elements to fend off a dangerous enemy - and rescue her missing brother.
Only for Rothly will Jenni deal with those who destroyed her life. Only for him will she agree to work with her ex-lover, Tage, and revisit the darkest corners of her soul. For a reckoning is at hand, and she alone has the power to hold back the forces of dark....",Luna Books,544.0,2011.0,https://www.goodreads.com/book/show/10053031-enchanted-no-more,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Enchanted No More (Mystic Circle, #1)",Robin D. Owens,9781426879104,"['Fantasy', 'Romance', 'Urban Fantasy', 'Paranormal', 'Paranormal Romance', 'Magic', 'Fantasy Romance']"
407,909,eng,4.16,"Saving the world is never easy...
Adam Shafer seems to have it all, sex appeal, brawn, magikal powers, superhero status, the ability to charm the pants off any female. Any female whose not the sexy, leggy blonde Special Paranormal Prosecutor, Tori Dore. They've been working hard to convict an evil mastermind but Tori doesn't seem to even notice Adam exists. He's sure his powers of persuasion are still working, but with Tory they seem defective. This can only mean one thing, she's his destined mate. Can he convince her he's more than a man-whore before evil rears its ugly head, threatening their happiness?
Warning: This short story contains a know-it-all angel, sexy as sin magik, toe-curling sex and people who aren't afraid to speak their mind regardless the language used. If you're looking for long drawn out plots and reformed man-whores claiming their women just isn't your thing, this may not be the book for you.",Raven Books,57.0,2012.0,https://www.goodreads.com/book/show/13410261-adam-s-angel,https://images.gr-assets.com/books/1326280036m/13410261.jpg,"Adam's Angel (League of the Unnatural, #2)",Mandy M. Roth,9781452453286,"['Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Novella']"
408,910,eng,2.62,true crime/history,Pen & Sword,268.0,2011.0,https://www.goodreads.com/book/show/13410267-empire-of-crime,https://images.gr-assets.com/books/1356493821m/13410267.jpg,Empire Of Crime : Organised Crime In The British Empire,Tim Newark,9781845967611,"['Crime', 'History']"
409,911,eng,3.36,"Set against the bleak winter landscape of New England, Ethan Frome is the story of a poor farmer, lonely and downtrodden, his wife Zeena, and her cousin, the enchanting Mattie Silver. In the playing out of this short novel's powerful and engrossing drama, Edith Wharton constructed her least characteristic and most celebrated book. In her Introduction, the distinguished critic Elaine Showalter discusses the background to the novel's composition and the reasons for its enduring success.",Oxford University Press,160.0,2009.0,https://www.goodreads.com/book/show/4949134-ethan-frome,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Ethan Frome,Edith Wharton,9780199538096,"['Classics', 'Fiction', 'Romance', 'Literature', 'School', 'Historical Fiction', 'American']"
410,912,eng,3.33,"Young Enid is on her usual walk to school one day, when she notices that her family looks slightly different to the other families she sees on the street. Enid has two mums, and she begins to wonder just what makes up a normal family. The day brings her many opportunities to see the diverse nature of modern families, and Enid makes a very important discovery along the way - family is love!
The first of Jessica Skogstad's titles through Aly's Books, Enid and her Two Mumsis a heartwarming story that highlights the diversity of families in our communities, but also the wonderful similarities and unconditional love that these different family configurations contain.",Aly's Books,28.0,2016.0,https://www.goodreads.com/book/show/34348156-enid-and-her-two-mums,https://images.gr-assets.com/books/1488142817m/34348156.jpg,Enid and Her Two Mums,Jessica Skogstad,9780994401595,[]
411,915,eng,4.44,"Minnow Wilder is beautiful, broken, and in need of adventure. Her life is turned upside down after her mother dies unexpectedly, and she is forced to move to Shadow Brook with her last living relative. Everything about Shadow Brook gives her the creeps, even her family's estate where she now lives, but Minnow soon learns that what goes bump in the night is actually worse than she could have ever imagined.
On Halloween night, she discovers the truth about herself and her family. Armed with an ability to seduce and manipulate others, Minnow embarks on a journey to avenge her family, discover the extent of her true identity, and tame her growing attraction towards two equally unavailable men. After a series of temptation, deception, and distrust, she finds herself in the center of an ancient battle of Good versus Evil. Now she must decide which side she is on.",Brielle A. Marino,233.0,2015.0,https://www.goodreads.com/book/show/24648340-the-last-eve,https://images.gr-assets.com/books/1422206033m/24648340.jpg,The Last Eve,Brielle A. Marino,9781506003412,[]
412,916,eng,3.7,"Eighteen-year-old Angeli doesn't ""fit in."" She's never been on a single date, and she lives vicariously through an online world of storytelling. With the pressures of choosing a practical future path bearing down, she needs a drastic change. Too old to run away from home, she opts instead to embark on a solo 2-month road trip. But her freedom is tempered by loneliness -- and anxiety tests her resolve as she comes face-to-face with her quirky internet friends.
Aside from contracting mono and repeatedly getting herself lost, Angeli's adventure is mired by more unforeseen glitches -- like being detained by Canadian authorities, and a near-death experience at the hands of an overzealous amateur wrestler. Her odyssey is complicated further when she unwittingly earns the affections of two young men. One a privileged martial artist; the other a talented techie with a colorful past.
Bewildered by the emotions they stir, Angeli spurns the idea of a doomed long-distance relationship. But she is unprepared for the determination of her hopeful suitors. In the wake of her refusal, one man will betray her, and the other will prove himself worthy of a place in her future.
Angeli sets off in search of a better understanding of herself, the world, and her place in it. What she finds is an impractical love, with the potential to restore her faith in happy endings.
A true story with an unapologetically honest outlook on life, love, faith, and adventure -- Once Upon A Road Trip is a coming-of-age memoir.",Artifice Press,398.0,2013.0,https://www.goodreads.com/book/show/16076395-once-upon-a-road-trip,https://images.gr-assets.com/books/1443667291m/16076395.jpg,"Once Upon a Road Trip (Once Upon a Road Trip, #1)",Angela N. Blount,9780989580977,"['Young Adult', 'Romance', 'Travel', 'Road Trip', 'New Adult', 'Contemporary', 'Coming Of Age']"
413,917,eng,4.33,"A short course in english for adult students.
Este material ha sido preparado como una contribucion para los alumnos de las.
Es un curso sencillo pero creo muy importante con las estructuras adecuadas a unas situaciones reales y gramaticalmente entendibles para un adulto.",Departamento Comunicacional,305.0,2008.0,https://www.goodreads.com/book/show/16076396-basic-english-grammar-structure-and-vocabulary,https://images.gr-assets.com/books/1349750824m/16076396.jpg,Basic English Grammar Structure and Vocabulary,Juan Gmo. Moya Montana,9567527350,[]
414,919,eng,4.04,"Looking for respite in London after a stupefying visit from relatives, Mary encounters a friend from Oxford. The young woman introduces Mary to her current enthusiasm, a strange and enigmatic woman named Margery Childe, who leads something called ""The New Temple of God."" It seems to be a charismatic sect involved in the post-World War I suffrage movement, with a feminist slant on Christianity. Mary is curious about the woman, and intrigued. Is the New Temple a front for something more sinister? When a series of murders claims members of the movement's wealthy young female volunteers and principal contributors, Mary, with Holmes in the background, begins to investigate. Things become more desperate than either of them expected as Mary's search plunges her into the worst danger she has faced yet.",Allison & Busby,316.0,2014.0,https://www.goodreads.com/book/show/21081323-a-monstrous-regiment-of-women,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A Monstrous Regiment of Women (Mary Russell, #2)",Laurie R. King,9780749014995,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Mystery', 'Crime', 'Mystery Thriller']"
415,921,eng,4.17,"After a shipwreck, Nonie Rafferty washes up on the shore of Algiers, where the slave traders look to sell the pretty Irishwoman--or worse. She must come up with a tale to save herself--and fast--before anyone discovers the true reason she sailed to this misbegotten corner of the world, or the true reason she was wearing a priceless strand of pearls, when she was rescued.
Fortunately, the Dey's mysterious necromancer appears willing to come to her aid, and what follows is a cat-and-mouse game of deception, attraction, and above all, redemption.",Anne Cleeland,392.0,2017.0,https://www.goodreads.com/book/show/35565499-the-barbary-mark,https://images.gr-assets.com/books/1498949124m/35565499.jpg,The Barbary Mark,Anne Cleeland,9780998595610,"['Mystery', 'Historical Fiction', 'Romance']"
416,924,eng,3.99,"From the acclaimed and popular illustrator of the New York Times bestseller Alice's Adventures in Wonderland and Snow White, comes a unique and visually stunning spin on Cinderella - published to coincide with the release of the major-motion picture from Walt Disney directed by Kenneth Branagh and featuring an all-star cast.
Charles Perrault's story of a sweet-tempered young girl, forced into servitude by her evil stepmother and stepsisters, who finds true love with a handsome prince (with the help of a fairy godmother), has enchanted readers for more than 300 years. In this lavishly illustrated retelling of the classic fairytale, Camille Rose Garcia reimagines Cinderella through her distinctive visual aesthetic. Hers is a Cinderella for the twenty-first century: Dark, compelling, vibrant, and enthralling.",Harper Design,80.0,2015.0,https://www.goodreads.com/book/show/22138415-cinderella-or-the-little-glass-slipper,https://images.gr-assets.com/books/1408313458m/22138415.jpg,"Cinderella, or The Little Glass Slipper",Charles Perrault,9780062333919,"['Picture Books', 'Classics', 'Fairy Tales', 'Childrens', 'Fantasy', 'Fiction', 'Cinderella']"
417,928,eng,4.67,"The Dream Continues... Frankie Spencer and her raucous group of rockers return, swagger intact, hell-bent on lighting up the stages of Los Angeles and beyond. Paths will be chosen, as Frankie and company battle their demons versus desires, fame versus freedom, all in the face of major label interest and for the love of rock 'n roll. Friendship is their lifeline, as the reality of living the musical dream challenges their strengths and weaknesses, helping them to rise above the smoggy city and transform them into the true stars they were born to be.",Wyatt MacKenzie Publishing,282.0,2013.0,https://www.goodreads.com/book/show/18758966-this-roll-in-my-soul,https://images.gr-assets.com/books/1386597501m/18758966.jpg,This Roll in My Soul,Tommie Vaughn,9781936214761,[]
418,931,eng,3.92,"Oliver Queen has traveled the world to confront his fate and fully become what he was meant to be-the Green Arrow.
But while Ollie was on his journey, things closer to home were falling apart. The crime lord Richard Dragon was able to consolidate the Seattle underworld under his own control. And those who rise up against him, including Green Arrow's allies Naomi, Henry and Diggle, find themselves Dragon's prisoners.
Now, Green Arrow has arrived back home to find his city in chaos and his friends under siege. There's only one way this can end-in a direct confrontation between Ollie and Richard Dragon. But that's exactly what Dragon is after...and the only way he sees it ending is with the death of Green Arrow.
Acclaimed creative team Jeff Lemire (Justice League United) and Andrea Sorrentino (I, Vampire) wrap their celebrated run with the Emerald Archer's greatest challenge yet!
Collecting: Green Arrow32-34, Futures End; Secret Origins4",DC Comics,128.0,2015.0,https://www.goodreads.com/book/show/23012586-green-arrow-volume-6,https://images.gr-assets.com/books/1454603221m/23012586.jpg,"Green Arrow, Volume 6: Broken",Jeff Lemire,9781401254742,"['Graphic Novels', 'Dc Comics', 'Comic Book', 'Superheroes', 'Graphic Novels Comics', 'Fiction', 'Crime']"
419,937,eng,3.98,"In the aftermath of a series of student riots in Seoul, the U.S. Congress rushes a bill into law which calls for complete withdrawal of American troops from South Korea. This sets off a chain reaction: North Korea attacks across the DMZ, Russia supports North Korea, the Chinese remain neutral, and the United States fights again with its South Korean allies.",Warner Books,588.0,1989.0,https://www.goodreads.com/book/show/2458463.Red_Phoenix,https://images.gr-assets.com/books/1472927687m/2458463.jpg,Red Phoenix,Larry Bond,9780446514330,"['Fiction', 'Thriller', 'Military Fiction', 'War', 'Historical Fiction', 'Adventure', 'Suspense']"
